Date,Open,High,Low,Close/Last,Volume
09-08-2017,$23.266,$23.3187,$22.82,$22.8933,48919971
11-08-2017,$20.3667,$20.4593,$20.0867,$20.2927,70880290
12-08-2017,$20.9733,$21.132,$20.7507,$21.0087,51991294
01-09-2017,$15.2647,$15.4613,$15.20,$15.4187,59590710
02-09-2017,$17.75,$18.0787,$17.7433,$17.9467,117188941
03-09-2017,$16.5087,$16.5773,$16.20,$16.3267,58147381
05-09-2017,$20.6253,$21.466,$20.6067,$21.4173,144950538
06-09-2017,$24.9613,$25.1247,$23.6533,$23.8213,258750771
08-09-2017,$24.0667,$24.6667,$23.93,$24.2353,103217678
10-09-2017,$23.31,$23.45,$22.8447,$22.8627,111921859
11-09-2017,$20.1667,$20.2973,$19.7533,$20.1993,81602554
01-10-2017,$15.4667,$15.4667,$15.126,$15.3247,54884688
02-10-2017,$17.986,$18.0633,$17.7407,$17.9487,54275013
03-10-2017,$16.414,$16.4333,$16.20,$16.246,45941752
04-10-2017,$20.61,$20.9153,$20.5807,$20.826,114804288
05-10-2017,$21.4373,$21.70,$21.208,$21.6813,86017817
07-10-2017,$20.86,$21.196,$20.2087,$21.07,206404247
08-10-2017,$24.1067,$24.4434,$23.644,$23.6933,105945757
10-10-2017,$23.12,$23.7087,$23.0354,$23.706,104583893
11-10-2017,$20.1667,$20.5573,$20.1233,$20.1993,69316165
01-11-2017,$15.2713,$15.332,$15.112,$15.3153,54748623
04-11-2017,$20.892,$20.898,$20.3667,$20.5807,85770752
05-11-2017,$21.56,$21.7333,$21.3067,$21.54,71207544
07-11-2017,$21.0667,$21.8187,$20.9533,$21.8147,172901314
08-11-2017,$23.798,$24.084,$23.5747,$23.858,65363397
09-11-2017,$23.4233,$24.2473,$23.3333,$24.246,114764943
10-11-2017,$23.5927,$23.84,$23.41,$23.64,67420961
12-11-2017,$20.9753,$21.934,$20.9167,$21.9273,118891291
01-12-2017,$15.2707,$15.38,$15.0387,$15.306,56813177
04-12-2017,$20.4227,$20.5632,$19.7547,$19.7893,90654675
05-12-2017,$21.6987,$21.80,$21.4353,$21.654,61779164
06-12-2017,$23.866,$24.30,$23.3747,$23.934,157617821
07-12-2017,$22.0267,$22.2067,$21.6333,$21.968,154758523
09-12-2017,$24.2993,$24.584,$24.0267,$24.1833,89493015
10-12-2017,$23.53,$23.9853,$23.5093,$23.712,61103249
12-12-2017,$22.03,$22.7627,$22.002,$22.7353,130733485
02-01-2018,$23.40,$23.9773,$23.242,$23.2833,62811569
03-01-2018,$23.0007,$23.2447,$22.0047,$22.062,103088228
05-01-2018,$19.5673,$20.0547,$19.548,$19.9947,69224155
06-01-2018,$19.0573,$19.4633,$18.9226,$19.4547,81269719
08-01-2018,$19.866,$20.20,$19.5333,$20.056,131521419
10-01-2018,$20.3847,$20.7627,$20.07,$20.7133,325712987
11-01-2018,$22.5507,$23.1893,$22.315,$22.952,119714130
01-02-2018,$20.80,$21.474,$20.7333,$21.3687,65184192
02-02-2018,$23.2293,$23.4633,$22.7007,$22.9167,55442327
03-02-2018,$21.7987,$22.348,$21.5313,$22.3413,76331797
04-02-2018,$17.084,$17.3555,$16.306,$16.832,241399229
05-02-2018,$19.9047,$20.4567,$19.8523,$20.0767,125192577
07-02-2018,$24.0047,$24.3187,$21.99,$22.338,280990510
08-02-2018,$21.896,$23.3327,$21.544,$23.3027,347387226
10-02-2018,$20.93,$21.1227,$19.9433,$20.068,175495262
11-02-2018,$22.916,$23.28,$22.7273,$23.094,116998742
01-03-2018,$21.40,$21.6833,$21.0367,$21.15,66577767
04-03-2018,$17.988,$18.2233,$16.966,$17.8353,282444609
05-03-2018,$18.586,$19.2027,$18.3487,$18.9633,260086220
07-03-2018,$22.1167,$22.166,$20.646,$20.724,184239508
08-03-2018,$23.1873,$23.6667,$22.8353,$23.2113,204699498
10-03-2018,$20.222,$20.3067,$19.438,$19.6533,119734020
12-03-2018,$24.00,$24.40,$23.4667,$23.8993,124437583
01-04-2018,$20.858,$21.2367,$20.3787,$20.9747,149168820
04-04-2018,$16.852,$19.2247,$16.80,$19.1293,298202551
05-04-2018,$18.8667,$19.7907,$18.6347,$19.606,128482526
06-04-2018,$19.6227,$19.9333,$19.5699,$19.7827,71906769
09-04-2018,$19.796,$19.8793,$19.20,$19.2633,124568503
10-04-2018,$19.5967,$19.60,$18.5113,$18.7887,144583203
12-04-2018,$23.7367,$24.5787,$23.4667,$23.98,126453132
01-05-2018,$21.108,$21.1493,$20.80,$21.1053,68830886
02-05-2018,$22.5313,$22.9647,$22.20,$22.2087,66617457
03-05-2018,$22.1593,$22.5167,$21.9529,$22.2233,57310501
04-05-2018,$19.2893,$20.4173,$19.2133,$20.3813,285387757
06-05-2018,$19.8467,$19.8533,$19.116,$19.4087,88168051
07-05-2018,$20.9173,$20.9593,$19.748,$20.6107,261863419
09-05-2018,$19.0033,$19.1187,$18.4787,$18.716,115610072
10-05-2018,$18.31,$18.3253,$17.3333,$17.4633,268510516
11-05-2018,$22.70,$22.9303,$22.0093,$22.76,117312616
02-06-2018,$21.6807,$22.4147,$21.5667,$22.2647,76200442
