Date,Open,High,Low,Close/Last,Volume
09-01-2016,$67.64,$67.72,$66.65,$67.21,12223370
11-01-2016,$69.48,$69.78,$68.33,$68.97,15551510
12-01-2016,$80.65,$82.279,$80.65,$81.79,23819670
02-02-2016,$57.88,$57.98,$56.75,$57.03,22439780
03-02-2016,$59.20,$59.90,$58.96,$59.76,20929250
05-02-2016,$63.69,$64.00,$63.14,$63.79,10236340
06-02-2016,$65.52,$65.81,$65.16,$65.81,10625310
08-02-2016,$63.59,$64.01,$63.38,$63.65,13544080
09-02-2016,$67.40,$67.575,$66.98,$67.49,13663790
11-02-2016,$68.65,$68.85,$68.01,$68.68,12390410
12-02-2016,$81.80,$81.83,$80.90,$81.60,16926630
02-03-2016,$57.37,$57.795,$55.015,$57.41,31535490
03-03-2016,$59.58,$59.96,$59.103,$59.96,15771410
05-03-2016,$62.90,$62.91,$61.80,$62.56,19104810
06-03-2016,$64.25,$64.86,$63.55,$64.64,20260540
08-03-2016,$63.69,$64.67,$63.65,$64.66,13100800
10-03-2016,$66.35,$66.92,$66.26,$66.51,14854720
11-03-2016,$68.86,$69.19,$68.22,$68.38,10357440
01-04-2016,$63.95,$64.06,$63.01,$63.62,25354250
02-04-2016,$57.06,$58.52,$57.06,$58.40,21650980
03-04-2016,$60.10,$60.55,$59.531,$60.05,18438240
04-04-2016,$59.44,$59.565,$58.96,$59.20,12289480
05-04-2016,$61.75,$62.26,$61.27,$61.57,17019140
08-04-2016,$64.49,$64.815,$64.27,$64.56,9872821
10-04-2016,$66.21,$67.18,$66.10,$66.60,17180840
11-04-2016,$68.49,$68.56,$67.64,$67.76,13567450
01-05-2016,$63.70,$64.13,$63.04,$63.73,16158610
02-05-2016,$58.58,$59.14,$57.42,$57.75,22000150
04-05-2016,$58.59,$58.83,$58.21,$58.36,12883750
05-05-2016,$61.60,$61.995,$61.06,$61.24,14033800
07-05-2016,$60.45,$60.60,$59.10,$59.55,23333870
08-05-2016,$65.14,$66.37,$65.07,$66.30,20728140
10-05-2016,$66.89,$68.07,$66.80,$67.69,16249190
12-05-2016,$82.30,$83.29,$82.29,$83.26,18520890
01-06-2016,$62.72,$63.125,$62.34,$62.81,22954080
04-06-2016,$58.18,$58.88,$57.95,$58.81,12162690
05-06-2016,$60.70,$61.68,$60.59,$61.60,11055230
06-06-2016,$64.64,$65.76,$64.60,$65.28,13184080
07-06-2016,$59.01,$60.29,$58.76,$60.19,20427990
09-06-2016,$67.50,$67.55,$66.71,$67.44,16615410
10-06-2016,$67.73,$67.97,$67.05,$67.87,17482310
12-06-2016,$83.60,$83.81,$82.43,$83.69,16128200
01-07-2016,$61.46,$62.00,$60.08,$60.27,27601150
03-07-2016,$59.54,$60.05,$59.32,$59.94,12829810
04-07-2016,$58.26,$58.43,$57.065,$57.32,19224570
06-07-2016,$65.45,$65.74,$65.04,$65.06,9905080
07-07-2016,$60.52,$61.14,$60.16,$60.58,13769470
09-07-2016,$67.16,$67.5901,$66.96,$67.16,10043130
10-07-2016,$67.79,$68.18,$67.40,$68.11,18416990
11-07-2016,$69.08,$69.97,$69.00,$69.88,16494360
12-07-2016,$83.55,$84.09,$82.85,$84.07,18977990
01-08-2016,$61.13,$61.27,$58.85,$58.92,22329170
02-08-2016,$56.69,$56.92,$55.535,$56.54,28267480
03-08-2016,$59.21,$59.50,$58.68,$58.78,14121770
04-08-2016,$57.71,$58.58,$57.69,$57.74,13539290
06-08-2016,$64.93,$65.48,$64.92,$65.25,9403318
07-08-2016,$61.33,$62.17,$61.33,$61.83,16991360
08-08-2016,$66.07,$66.485,$65.84,$66.10,11346420
09-08-2016,$67.22,$67.68,$67.00,$67.25,12203960
11-08-2016,$69.70,$70.545,$69.24,$70.03,17519610
12-08-2016,$84.23,$85.50,$83.94,$85.12,20837400
02-09-2016,$55.29,$56.69,$55.13,$56.20,26296410
03-09-2016,$59.15,$59.54,$58.68,$59.12,13223840
05-09-2016,$61.37,$61.89,$61.05,$61.21,11192530
06-09-2016,$64.79,$64.90,$64.27,$64.75,10804170
08-09-2016,$66.18,$66.28,$65.69,$65.87,10038090
09-09-2016,$67.03,$67.43,$66.64,$66.65,19608900
11-09-2016,$71.46,$74.15,$71.32,$73.25,50901350
12-09-2016,$85.02,$85.50,$84.14,$85.49,14485640
02-10-2016,$56.57,$57.41,$55.47,$55.52,22363530
03-10-2016,$59.59,$59.67,$57.81,$58.61,21132730
05-10-2016,$61.55,$62.26,$61.35,$62.04,11895680
06-10-2016,$63.93,$64.07,$63.58,$63.84,16658480
08-10-2016,$65.92,$66.07,$65.16,$65.28,11512230
10-10-2016,$68.34,$69.06,$68.23,$68.64,12956970
11-10-2016,$74.22,$77.25,$74.22,$76.65,56163980
01-11-2016,$58.83,$59.22,$58.04,$58.83,20903860
02-11-2016,$53.90,$53.91,$52.50,$53.07,44246490
03-11-2016,$59.39,$59.51,$58.65,$59.34,21052210
04-11-2016,$57.91,$58.88,$57.91,$58.20,17617230
05-11-2016,$61.97,$62.60,$61.81,$61.81,11247770
07-11-2016,$62.42,$62.95,$62.14,$62.27,12987730
08-11-2016,$65.27,$65.69,$65.02,$65.46,9585742
10-11-2016,$68.50,$68.82,$67.93,$68.31,15520050
11-11-2016,$76.30,$76.725,$75.77,$76.69,27561200
01-12-2016,$59.45,$59.56,$58.10,$58.96,22939030
02-12-2016,$55.65,$57.57,$55.17,$57.49,36990250
04-12-2016,$58.34,$59.39,$58.20,$59.28,17742160
05-12-2016,$62.27,$62.56,$61.37,$61.77,10996180
07-12-2016,$63.03,$63.56,$62.89,$63.20,16585680
08-12-2016,$64.97,$65.35,$64.86,$65.32,7669912
09-12-2016,$66.14,$67.30,$65.76,$67.06,16435820
10-12-2016,$68.26,$68.59,$68.05,$68.13,11762680
12-12-2016,$85.36,$85.79,$84.29,$84.73,14501440
02-01-2017,$85.54,$86.10,$84.68,$84.95,15424860
03-01-2017,$92.79,$93.98,$92.61,$93.60,24449860
05-01-2017,$87.36,$87.74,$86.56,$87.06,15701860
06-01-2017,$82.46,$83.08,$81.65,$83.06,17098250
08-01-2017,$92.49,$93.14,$92.28,$93.03,12467650
09-01-2017,$91.25,$92.36,$90.95,$91.70,9814834
11-01-2017,$101.10,$101.70,$100.73,$100.92,8413360
12-01-2017,$104.90,$105.316,$102.20,$104.79,19678760
02-02-2017,$84.34,$84.91,$84.16,$84.59,11080030
03-02-2017,$93.87,$93.92,$92.03,$92.14,16813030
05-02-2017,$86.71,$86.88,$86.02,$86.50,14116010
06-02-2017,$82.29,$82.99,$81.98,$82.64,14973620
08-02-2017,$92.865,$93.21,$92.505,$93.11,10156790
10-02-2017,$95.77,$96.88,$95.46,$96.84,13761670
11-02-2017,$100.87,$101.765,$100.16,$101.59,8723237
01-03-2017,$87.34,$87.76,$85.98,$87.23,20539070
02-03-2017,$86.19,$87.31,$85.865,$87.18,17874820
03-03-2017,$92.23,$93.11,$92.19,$92.80,12821140
04-03-2017,$87.99,$88.17,$86.60,$87.52,19823640
05-03-2017,$86.06,$87.10,$86.02,$87.00,11533590
07-03-2017,$91.56,$93.48,$91.41,$92.75,13208090
08-03-2017,$92.70,$93.13,$92.235,$92.50,11072450
10-03-2017,$96.83,$97.43,$96.7739,$97.35,9626282
11-03-2017,$101.10,$101.525,$100.73,$101.41,7101445
01-04-2017,$86.96,$87.18,$86.40,$86.91,15254070
04-04-2017,$86.89,$87.67,$86.715,$87.31,14272880
05-04-2017,$87.69,$87.73,$86.57,$87.10,11537500
08-04-2017,$93.50,$94.40,$93.471,$93.66,14314130
10-04-2017,$97.30,$97.44,$96.28,$96.36,12159660
12-04-2017,$107.73,$108.40,$106.77,$106.95,23563600
01-05-2017,$86.81,$87.11,$85.2589,$86.11,14296000
04-05-2017,$88.42,$88.54,$86.13,$86.19,17601320
05-05-2017,$87.25,$87.34,$86.42,$87.00,9429564
06-05-2017,$82.64,$83.51,$82.58,$82.79,9069111
07-05-2017,$93.12,$93.79,$92.61,$93.68,17516980
09-05-2017,$91.02,$91.105,$89.0243,$89.51,17014020
10-05-2017,$96.00,$97.40,$95.55,$97.09,14232040
12-05-2017,$107.17,$107.41,$104.12,$105.72,17185270
01-06-2017,$86.39,$86.62,$85.94,$86.12,12882710
02-06-2017,$86.79,$87.45,$86.61,$86.77,11821920
03-06-2017,$92.25,$92.32,$91.10,$91.92,15052230
04-06-2017,$85.98,$86.91,$85.25,$86.48,14349040
06-06-2017,$82.29,$83.215,$82.13,$82.96,12187210
07-06-2017,$93.54,$94.51,$92.88,$93.38,16590710
09-06-2017,$90.00,$90.5172,$89.64,$90.11,11774220
10-06-2017,$97.55,$97.64,$96.47,$96.92,10213870
11-06-2017,$101.34,$101.6874,$100.66,$100.78,8115897
12-06-2017,$105.41,$105.76,$104.525,$104.93,15329540
02-07-2017,$87.14,$87.40,$86.48,$86.72,9400056
03-07-2017,$91.64,$92.09,$91.21,$91.41,11149530
04-07-2017,$85.93,$86.81,$85.71,$86.18,13079920
06-07-2017,$83.31,$84.1052,$83.10,$83.91,13701000
07-07-2017,$93.96,$94.17,$93.23,$93.85,12494720
08-07-2017,$93.89,$94.19,$93.71,$94.02,7971792
09-07-2017,$90.11,$90.13,$88.08,$88.53,14591010
11-07-2017,$100.56,$100.75,$98.25,$98.75,18807990
12-07-2017,$103.95,$105.185,$103.73,$104.62,13370270
02-08-2017,$86.18,$86.31,$85.37,$85.96,13970180
03-08-2017,$92.68,$92.851,$91.10,$91.21,17373980
05-08-2017,$87.04,$87.3198,$86.6481,$87.10,8161744
06-08-2017,$83.91,$85.7302,$83.89,$84.95,17887320
08-08-2017,$93.95,$95.2193,$93.60,$93.68,13742970
09-08-2017,$88.31,$89.42,$88.24,$88.42,14232050
11-08-2017,$98.27,$98.37,$97.15,$97.64,18517300
12-08-2017,$105.08,$105.94,$104.34,$105.93,13501810
01-09-2017,$85.73,$86.77,$85.52,$86.18,12794220
02-09-2017,$86.42,$87.33,$86.13,$87.20,13745750
03-09-2017,$91.60,$92.14,$91.15,$91.57,13719280
05-09-2017,$87.26,$87.84,$86.50,$86.75,10257780
06-09-2017,$85.51,$87.05,$85.39,$86.96,19077040
08-09-2017,$92.98,$93.68,$92.83,$93.53,11203530
10-09-2017,$96.96,$97.07,$96.14,$96.41,7760096
11-09-2017,$97.12,$98.215,$96.81,$97.63,13692330
01-10-2017,$86.07,$86.90,$85.72,$86.43,13983480
02-10-2017,$87.48,$87.48,$86.89,$87.00,10990300
03-10-2017,$91.95,$92.00,$90.53,$91.28,13728160
04-10-2017,$86.08,$86.69,$85.40,$85.88,15076260
05-10-2017,$86.529,$87.48,$86.47,$87.43,8325757
07-10-2017,$93.50,$93.68,$93.09,$93.19,13913110
08-10-2017,$92.90,$93.07,$92.07,$92.19,13189350
10-10-2017,$96.455,$97.18,$96.24,$97.13,10623290
11-10-2017,$97.81,$98.34,$97.50,$97.51,9312305
01-11-2017,$86.43,$87.08,$85.91,$87.08,14695730
04-11-2017,$85.54,$85.79,$84.80,$85.73,14683600
05-11-2017,$87.09,$87.48,$86.35,$87.16,10899810
07-11-2017,$93.33,$93.33,$92.28,$92.83,13252240
08-11-2017,$92.13,$92.67,$91.24,$91.42,10664840
09-11-2017,$89.39,$90.25,$88.95,$89.79,13215440
10-11-2017,$96.83,$97.01,$96.14,$96.84,14264090
12-11-2017,$105.72,$106.06,$105.31,$105.62,10587320
01-12-2017,$86.76,$87.27,$86.02,$86.24,21301690
04-12-2017,$85.93,$85.95,$85.03,$85.40,14705880
05-12-2017,$86.68,$87.0484,$86.3399,$86.92,8737097
06-12-2017,$87.32,$87.74,$86.29,$86.98,16027580
07-12-2017,$92.61,$92.83,$92.07,$92.51,13538860
09-12-2017,$90.17,$91.25,$90.10,$90.89,13995240
10-12-2017,$97.30,$97.50,$95.62,$95.99,18423690
12-12-2017,$105.92,$107.37,$105.54,$106.85,15491780
02-01-2018,$115.77,$116.985,$115.48,$116.87,13697770
03-01-2018,$115.48,$116.6427,$112.65,$113.43,18676020
05-01-2018,$108.45,$108.97,$107.54,$108.78,10495720
06-01-2018,$108.34,$108.94,$107.80,$108.40,13586300
08-01-2018,$115.75,$116.69,$115.28,$115.66,13530130
10-01-2018,$113.37,$114.61,$113.04,$113.50,10108580
11-01-2018,$109.62,$110.22,$108.32,$108.98,13060240
01-02-2018,$107.63,$108.02,$106.8056,$107.95,13571680
02-02-2018,$116.49,$116.92,$114.09,$114.28,16428820
03-02-2018,$112.39,$113.56,$111.12,$113.32,18347580
04-02-2018,$109.96,$110.73,$106.08,$107.85,18820100
05-02-2018,$108.11,$109.49,$107.73,$107.92,11391970
07-02-2018,$103.72,$105.09,$103.38,$105.08,11128710
08-02-2018,$114.57,$116.25,$114.33,$116.15,10157940
10-02-2018,$113.36,$114.12,$112.8128,$113.97,13675490
11-02-2018,$109.90,$110.81,$107.49,$108.38,19008910
01-03-2018,$107.86,$108.49,$107.48,$108.06,11895160
04-03-2018,$108.36,$109.5025,$107.26,$109.33,14044580
05-03-2018,$107.59,$107.77,$105.181,$107.24,15371190
07-03-2018,$105.41,$105.775,$103.52,$103.61,8311680
08-03-2018,$116.00,$117.13,$115.94,$117.09,11014140
10-03-2018,$114.94,$115.66,$114.48,$115.04,17139050
12-03-2018,$112.38,$112.89,$111.74,$112.24,16019140
01-04-2018,$108.36,$110.03,$108.20,$109.04,12951630
04-04-2018,$107.10,$111.21,$107.02,$110.99,15274570
05-04-2018,$106.43,$108.74,$105.98,$108.43,11966140
06-04-2018,$108.99,$109.255,$108.27,$108.45,8925947
09-04-2018,$114.34,$115.24,$113.63,$115.15,10169810
10-04-2018,$114.55,$116.81,$114.21,$115.27,16353980
12-04-2018,$111.60,$111.60,$106.73,$107.23,23532750
01-05-2018,$109.26,$109.55,$107.775,$108.34,14144400
02-05-2018,$113.00,$114.59,$103.98,$108.80,29050450
03-05-2018,$112.05,$115.925,$111.89,$115.06,13930760
04-05-2018,$111.63,$112.83,$111.39,$111.88,16612410
06-05-2018,$108.24,$108.31,$107.07,$107.84,10407020
07-05-2018,$104.13,$104.38,$103.53,$103.72,10711060
09-05-2018,$115.00,$115.70,$114.25,$114.59,11461150
10-05-2018,$115.83,$116.10,$114.015,$114.62,13774290
11-05-2018,$108.61,$109.29,$108.42,$109.09,10273610
02-06-2018,$106.85,$112.48,$106.61,$112.11,32560780
03-06-2018,$115.64,$115.82,$114.32,$115.16,10635780
04-06-2018,$110.55,$111.55,$107.82,$109.09,18867090
06-06-2018,$108.66,$110.74,$108.48,$110.36,15426560
07-06-2018,$103.12,$104.50,$102.20,$104.06,12171570
08-06-2018,$116.79,$117.53,$116.18,$117.12,9421869
09-06-2018,$114.50,$114.70,$113.50,$114.10,9877590
11-06-2018,$108.67,$109.67,$107.76,$109.60,10821580
12-06-2018,$105.01,$105.36,$102.88,$105.19,27099460
02-07-2018,$111.55,$114.45,$111.146,$112.87,21764880
03-07-2018,$113.75,$115.10,$113.11,$114.73,13003700
05-07-2018,$108.76,$109.68,$108.36,$109.37,9357015
06-07-2018,$111.18,$111.50,$110.025,$110.80,13437260
08-07-2018,$117.74,$118.29,$117.33,$117.55,10560510
09-07-2018,$114.50,$114.77,$113.63,$114.32,10954450
11-07-2018,$110.37,$111.73,$109.35,$111.48,12667070
12-07-2018,$105.16,$106.9817,$102.91,$103.29,19245350
01-08-2018,$108.15,$108.68,$107.70,$108.50,12466000
02-08-2018,$113.11,$113.11,$107.84,$107.88,27135050
03-08-2018,$115.11,$115.23,$113.21,$114.74,11774330
05-08-2018,$109.53,$111.34,$109.28,$110.99,12542560
06-08-2018,$110.62,$111.14,$110.06,$111.11,10328520
08-08-2018,$117.33,$118.2686,$117.28,$117.79,8996919
10-08-2018,$114.25,$115.78,$113.3534,$115.32,13988650
11-08-2018,$111.01,$112.925,$111.00,$112.38,11658900
01-09-2018,$108.72,$109.63,$108.49,$109.05,13182010
02-09-2018,$109.10,$111.05,$106.2299,$110.04,28177020
03-09-2018,$116.55,$118.08,$115.67,$118.04,14371270
04-09-2018,$110.01,$112.98,$109.89,$110.40,15958300
05-09-2018,$111.44,$113.64,$111.03,$113.41,11356680
07-09-2018,$104.71,$107.46,$104.71,$107.28,13893090
08-09-2018,$117.51,$117.72,$116.695,$116.88,9646593
10-09-2018,$114.67,$115.03,$113.67,$114.52,13313990
11-09-2018,$112.23,$112.36,$110.83,$111.29,10430960
01-10-2018,$109.47,$110.70,$109.39,$110.25,15829450
04-10-2018,$112.13,$112.87,$111.42,$112.51,13991460
05-10-2018,$113.19,$114.44,$112.75,$114.29,9157477
07-10-2018,$108.02,$108.40,$106.53,$106.62,14549070
08-10-2018,$115.50,$115.95,$114.6839,$115.73,12627850
09-10-2018,$114.85,$114.97,$113.66,$113.71,8276288
10-10-2018,$114.70,$114.95,$111.47,$111.47,22980780
12-10-2018,$102.87,$103.49,$99.28,$101.36,23535630
01-11-2018,$110.67,$110.929,$110.051,$110.84,13628880
04-11-2018,$111.66,$111.81,$110.515,$110.62,14476240
05-11-2018,$114.49,$114.73,$113.67,$113.86,10252070
06-11-2018,$111.12,$111.91,$110.77,$110.83,12634600
07-11-2018,$106.31,$107.06,$106.21,$106.39,10171790
09-11-2018,$113.54,$114.575,$113.18,$114.43,9332254
10-11-2018,$110.97,$111.47,$107.38,$108.13,33674420
12-11-2018,$103.13,$103.66,$100.21,$100.37,16838010
01-12-2018,$111.65,$112.85,$110.84,$112.67,18879820
02-12-2018,$111.17,$112.725,$110.07,$111.74,18035050
03-12-2018,$118.00,$118.75,$117.25,$117.66,12095670
04-12-2018,$111.56,$114.39,$111.50,$113.37,16367580
06-12-2018,$111.14,$111.53,$109.52,$110.19,10822240
07-12-2018,$107.42,$107.56,$105.97,$106.85,12380920
09-12-2018,$114.25,$114.88,$112.85,$113.08,10798760
10-12-2018,$110.37,$110.83,$105.60,$106.95,32046950
11-12-2018,$111.42,$111.94,$108.60,$108.95,13279160
12-12-2018,$101.66,$102.90,$100.0603,$101.02,22616310
02-01-2019,$104.00,$104.8455,$103.52,$103.88,12788160
03-01-2019,$105.10,$105.905,$104.20,$104.43,13639600
04-01-2019,$102.15,$104.68,$102.12,$104.64,17152120
05-01-2019,$115.72,$117.00,$115.11,$115.16,10412880
07-01-2019,$113.23,$114.52,$113.08,$113.68,12762480
08-01-2019,$115.33,$116.80,$112.595,$112.94,15664530
10-01-2019,$118.40,$119.00,$115.41,$115.55,11328620
11-01-2019,$126.20,$127.9852,$126.02,$127.80,11682640
01-02-2019,$95.95,$99.78,$95.94,$99.31,15411710
04-02-2019,$104.60,$105.44,$104.33,$105.14,10294430
05-02-2019,$115.17,$115.7753,$114.58,$115.41,8613305
07-02-2019,$113.51,$114.20,$113.22,$113.80,10182630
08-02-2019,$112.40,$113.43,$111.40,$112.93,11025530
10-02-2019,$114.81,$114.90,$112.93,$113.25,12630340
12-02-2019,$132.31,$132.74,$131.35,$131.47,8622886
01-03-2019,$98.64,$98.89,$96.69,$97.11,16211830
04-03-2019,$105.81,$106.36,$104.785,$105.35,11494200
05-03-2019,$116.00,$116.68,$115.67,$116.12,8185409
06-03-2019,$105.80,$106.86,$105.30,$106.46,11680750
07-03-2019,$113.34,$113.87,$112.26,$112.82,6849443
09-03-2019,$108.98,$108.99,$107.3167,$108.56,9869174
10-03-2019,$112.27,$112.91,$110.52,$112.19,13102110
12-03-2019,$129.77,$129.96,$128.585,$129.78,10649450
01-04-2019,$99.11,$100.93,$98.28,$100.69,16933390
02-04-2019,$103.79,$104.25,$103.01,$104.25,9806552
03-04-2019,$104.92,$105.9155,$103.2668,$104.19,12459050
04-04-2019,$104.55,$105.73,$104.45,$105.56,11949780
06-04-2019,$107.85,$109.90,$107.13,$109.74,12858590
09-04-2019,$109.45,$110.22,$108.56,$109.87,6944055
10-04-2019,$112.34,$114.94,$112.27,$114.62,9622741
11-04-2019,$129.08,$129.42,$128.5601,$128.82,9159871
12-04-2019,$130.38,$132.47,$129.99,$132.34,10319310
02-05-2019,$104.52,$104.55,$103.29,$103.79,12561010
03-05-2019,$104.13,$104.55,$103.26,$104.11,10656790
04-05-2019,$105.80,$106.11,$104.99,$105.31,9928430
06-05-2019,$109.86,$110.38,$108.6376,$110.13,8340484
07-05-2019,$113.51,$114.27,$112.92,$113.49,7929536
08-05-2019,$110.79,$110.98,$108.265,$109.57,15855330
09-05-2019,$111.25,$113.72,$111.20,$112.37,13226620
11-05-2019,$129.39,$130.30,$128.84,$129.10,13747640
12-05-2019,$132.68,$133.31,$132.18,$133.06,9587878
02-06-2019,$103.71,$104.62,$103.465,$103.74,8691435
03-06-2019,$103.86,$104.57,$103.55,$103.72,9066748
05-06-2019,$114.18,$115.47,$113.72,$115.09,9387010
06-06-2019,$110.15,$110.87,$108.9307,$110.37,8726664
08-06-2019,$110.05,$110.50,$108.34,$110.43,10203490
09-06-2019,$112.66,$112.98,$111.9636,$112.61,7836735
11-06-2019,$128.69,$129.84,$128.58,$129.30,11231120
12-06-2019,$134.69,$135.78,$134.65,$135.04,10171250
01-07-2019,$100.43,$101.47,$99.7103,$100.76,14531080
02-07-2019,$103.25,$103.50,$101.44,$102.38,13156800
03-07-2019,$103.25,$103.47,$102.16,$102.97,12704980
05-07-2019,$114.03,$114.03,$112.285,$113.21,15017730
06-07-2019,$109.70,$110.02,$108.96,$109.16,10618930
08-07-2019,$108.00,$108.28,$105.94,$108.03,17320870
10-07-2019,$114.19,$115.50,$114.07,$114.37,6816951
11-07-2019,$130.43,$131.29,$129.92,$130.00,13528930
01-08-2019,$101.63,$101.82,$99.545,$100.57,13567110
02-08-2019,$102.08,$102.335,$100.06,$101.36,12890180
03-08-2019,$101.99,$103.23,$101.99,$103.01,10580580
04-08-2019,$105.11,$105.65,$104.91,$105.65,8053490
05-08-2019,$112.66,$113.67,$112.46,$112.61,9576075
07-08-2019,$112.96,$113.48,$112.50,$112.87,6917209
08-08-2019,$109.05,$110.08,$108.72,$109.86,10903330
10-08-2019,$113.06,$113.06,$111.66,$111.82,11588320
11-08-2019,$129.88,$130.40,$129.25,$130.38,9294223
01-09-2019,$100.81,$101.49,$99.93,$100.40,14225830
04-09-2019,$105.08,$105.20,$104.25,$104.87,9086705
05-09-2019,$111.14,$112.74,$110.58,$112.52,12205870
07-09-2019,$112.28,$113.49,$112.1503,$113.35,8947322
08-09-2019,$109.35,$110.445,$108.29,$109.74,9980834
09-09-2019,$113.71,$116.055,$113.60,$115.40,13985140
10-09-2019,$112.67,$113.16,$112.07,$112.63,7339861
12-09-2019,$134.63,$135.46,$134.41,$134.41,8576380
01-10-2019,$100.02,$100.73,$99.27,$100.39,14301210
04-10-2019,$105.13,$105.715,$104.47,$105.34,10877640
05-10-2019,$111.75,$112.84,$110.54,$112.51,13189380
06-10-2019,$110.75,$111.21,$110.215,$110.34,11380600
07-10-2019,$113.37,$113.83,$112.74,$113.02,9242253
09-10-2019,$116.30,$117.27,$115.7275,$116.87,14333100
10-10-2019,$113.14,$115.40,$113.00,$114.21,11388900
12-10-2019,$133.25,$134.77,$132.88,$134.50,7533000
01-11-2019,$99.89,$100.17,$98.95,$99.91,15393510
02-11-2019,$101.76,$102.01,$100.771,$100.88,10930130
03-11-2019,$103.98,$104.545,$103.66,$104.35,9726139
04-11-2019,$105.71,$106.73,$105.56,$106.23,11141720
06-11-2019,$110.82,$111.57,$110.37,$110.68,9847999
07-11-2019,$113.37,$114.355,$113.12,$114.10,11595170
09-11-2019,$116.89,$117.20,$115.38,$117.19,9919217
10-11-2019,$116.03,$117.99,$115.865,$116.14,15193770
11-11-2019,$129.60,$130.10,$129.35,$129.92,8680490
12-11-2019,$134.29,$135.02,$134.01,$134.18,9012476
02-12-2019,$101.95,$102.92,$101.89,$102.60,12834850
03-12-2019,$104.59,$104.79,$103.7544,$104.04,10216020
04-12-2019,$109.44,$111.85,$108.88,$111.21,25827420
