Ticker,Close,High,Low,Open,Volume
Date,AAPL,AAPL,AAPL,AAPL,AAPL
04-06-2015,,,,,
05-06-2015,28.97234917,29.24558897,28.87156478,29.02162214,153800400
08-06-2015,28.81333351,29.04626095,28.74838463,29.0037067,142507200
09-06-2015,28.62295914,28.93875316,28.40571106,28.86932058,210699200
10-06-2015,28.53785515,28.68567409,28.13471585,28.37659875,224301600
11-06-2015,28.86484718,28.96787001,28.6341599,28.64983752,156349200
12-06-2015,28.79990196,29.1560085,28.77526547,28.93204161,141563600
15-06-2015,28.48186493,28.7416673,28.46842746,28.71031208,147544800
16-06-2015,28.42587471,28.49754404,28.154875,28.24222195,175955600
17-06-2015,28.57816887,28.63416058,28.30269061,28.45050784,125976400
18-06-2015,28.5109787,28.64087816,28.38555611,28.60504436,131672400
19-06-2015,28.64087868,28.73718449,28.49306145,28.4953016,141628800
22-06-2015,28.35420227,28.6274421,28.30940958,28.60280561,218867600
23-06-2015,28.5804081,28.68119249,28.46170595,28.55353146,136157200
24-06-2015,28.45050049,28.58040163,28.41690513,28.55128657,121075600
25-06-2015,28.69239044,29.07089493,28.47066376,28.49081996,221123600
26-06-2015,28.55577087,28.9365138,28.55577087,28.8603659,127752400
29-06-2015,28.38780022,28.66551865,28.33404865,28.59384932,176267200
30-06-2015,27.89059067,28.32508689,27.87939335,28.0988799,196645600
01-07-2015,28.09215927,28.24669693,27.96449825,28.12351449,177482800
02-07-2015,28.35420227,28.43035189,28.21758236,28.42139301,120955200
06-07-2015,28.31837273,28.37436445,28.16831362,28.31613258,108844000
07-07-2015,28.21981621,28.27132932,27.96225405,27.98241195,112241600
08-07-2015,28.15039825,28.25342282,27.72038054,28.19519095,187787200
09-07-2015,27.45160866,27.91521983,27.44488993,27.87938604,243046400
10-07-2015,26.89169502,27.78532212,26.70132357,27.7382893,314380000
13-07-2015,27.61063194,27.73829297,27.14702065,27.3105172,245418000
14-07-2015,28.14367294,28.16606928,27.8435565,28.00257275,165762000
15-07-2015,28.13247108,28.30268634,28.00481007,28.22877688,127072400
16-07-2015,28.4034729,28.47738236,28.12575451,28.15710973,134596800
17-07-2015,28.78198433,28.79542521,28.52218362,28.60953057,144889600
20-07-2015,29.03057671,29.03057671,28.73718073,28.90963613,184658800
21-07-2015,29.57930565,29.78087446,29.27246872,29.33294073,235600800
22-07-2015,29.28367043,29.76967816,29.1873663,29.75400225,307025600
23-07-2015,28.04512596,28.1078364,27.32171237,27.32171237,461802400
24-07-2015,28.0316925,28.4639469,28.00929445,28.26461653,203998000
27-07-2015,27.88387299,28.1615914,27.74949322,28.06752574,168649200
28-07-2015,27.49640846,27.6845415,27.35083138,27.56807778,177822000
29-07-2015,27.63303185,27.75173572,27.44714064,27.63303185,134472400
30-07-2015,27.54567909,27.65990265,27.38442271,27.5815146,148046800
31-07-2015,27.4068203,27.45161298,27.25900138,27.39562127,134513200
03-08-2015,27.1671772,27.46729193,27.07983027,27.45833305,171540000
04-08-2015,26.5266304,27.45161274,26.32057963,27.21196832,279904000
